Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
537601,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-02-16 19:26:00,7.56,13374,France
537602,22633,HAND WARMER UNION JACK,23,2026-02-24 18:27:00,8.74,17202,Spain
537603,71053,WHITE METAL LANTERN,13,2026-02-04 15:00:00,1.08,13190,Italy
537604,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-02-16 19:20:00,8.28,12839,Italy
537605,22633,HAND WARMER UNION JACK,36,2026-02-02 08:23:00,7.95,12187,Italy
537606,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2026-02-03 02:37:00,1.9,17485,Italy
537607,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2026-02-11 09:36:00,6.8,15373,Germany
537608,84406B,CREAM CUPID HEARTS COAT HANGER,6,2026-02-13 11:13:00,5.57,16205,UK
537609,84406B,CREAM CUPID HEARTS COAT HANGER,40,2026-02-11 05:35:00,6.25,15242,France
537610,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-02-15 07:50:00,8.94,13789,Italy
537611,71053,WHITE METAL LANTERN,10,2026-02-18 18:02:00,6.56,12825,France
537612,71053,WHITE METAL LANTERN,37,2026-02-07 02:43:00,7.86,14427,UK
537613,22633,HAND WARMER UNION JACK,44,2026-02-14 01:25:00,8.76,14126,UK
537614,22633,HAND WARMER UNION JACK,5,2026-02-16 12:22:00,9.04,15304,UK
537615,22633,HAND WARMER UNION JACK,10,2026-02-16 17:00:00,2.33,17051,Spain
537616,84406B,CREAM CUPID HEARTS COAT HANGER,34,2026-02-08 13:21:00,9.48,12992,France
537617,84406B,CREAM CUPID HEARTS COAT HANGER,35,2026-02-05 03:48:00,8.95,12363,France
537618,84406B,CREAM CUPID HEARTS COAT HANGER,43,2026-02-20 19:43:00,7.03,17435,Germany
537619,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,2026-02-09 10:05:00,5.88,17865,France
537620,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2026-02-07 11:42:00,5.42,13813,Spain
537621,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-02-23 00:33:00,9.7,13158,UK
537622,84406B,CREAM CUPID HEARTS COAT HANGER,21,2026-02-13 15:49:00,3.21,13601,Italy
537623,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-02-06 03:26:00,5.72,15867,Germany
537624,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2026-02-11 22:29:00,9.34,15859,France
537625,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-02-16 16:40:00,8.73,17533,Italy
537626,71053,WHITE METAL LANTERN,48,2026-02-01 18:10:00,1.24,16315,Spain
537627,84406B,CREAM CUPID HEARTS COAT HANGER,4,2026-02-09 11:49:00,8.82,12665,Italy
537628,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-02-10 05:49:00,1.47,12822,Germany
537629,22633,HAND WARMER UNION JACK,11,2026-02-08 05:12:00,5.98,12094,Germany
537630,84406B,CREAM CUPID HEARTS COAT HANGER,32,2026-02-09 20:05:00,1.84,12257,France
537631,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2026-02-12 18:36:00,1.83,14630,France
537632,22633,HAND WARMER UNION JACK,37,2026-02-14 05:49:00,4.42,13827,Spain
537633,71053,WHITE METAL LANTERN,16,2026-02-05 12:28:00,2.32,12908,France
537634,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-02-24 22:15:00,7.0,12335,UK
537635,22633,HAND WARMER UNION JACK,9,2026-02-17 04:46:00,4.93,16818,Germany
537636,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,50,2026-02-10 12:21:00,2.61,14041,Germany
537637,22633,HAND WARMER UNION JACK,22,2026-02-18 02:56:00,1.7,16164,France
537638,71053,WHITE METAL LANTERN,1,2026-02-22 16:40:00,1.45,13892,Germany
537639,71053,WHITE METAL LANTERN,41,2026-02-23 11:05:00,3.13,12980,France
537640,84406B,CREAM CUPID HEARTS COAT HANGER,9,2026-02-16 15:55:00,2.42,15103,France
537641,84406B,CREAM CUPID HEARTS COAT HANGER,10,2026-02-11 04:55:00,2.99,12726,Italy
537642,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2026-02-23 10:55:00,9.85,14843,Italy
537643,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2026-02-18 06:27:00,2.02,14784,Spain
537644,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-02-16 12:28:00,4.46,16070,France
537645,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2026-02-03 10:21:00,1.16,12408,UK
537646,22633,HAND WARMER UNION JACK,41,2026-02-25 04:48:00,4.45,13505,Italy
537647,84406B,CREAM CUPID HEARTS COAT HANGER,26,2026-02-03 12:18:00,1.35,17330,Germany
537648,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2026-02-22 13:46:00,2.44,14437,Spain
537649,84406B,CREAM CUPID HEARTS COAT HANGER,22,2026-02-13 14:23:00,2.69,16466,Germany
537650,84406B,CREAM CUPID HEARTS COAT HANGER,15,2026-02-14 22:28:00,4.02,12676,Germany
537651,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-02-01 11:04:00,2.92,14544,France
537652,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2026-02-09 10:00:00,9.94,12173,Italy
537653,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-02-18 17:41:00,6.74,17340,France
537654,22633,HAND WARMER UNION JACK,46,2026-02-10 12:52:00,5.18,13369,Germany
537655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2026-02-11 12:49:00,3.43,16794,Spain
537656,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-02-04 14:10:00,5.6,13201,France
537657,22633,HAND WARMER UNION JACK,4,2026-02-24 22:47:00,9.44,14701,Germany
537658,84406B,CREAM CUPID HEARTS COAT HANGER,40,2026-02-07 21:23:00,5.14,13209,UK
537659,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-02-22 23:27:00,9.95,15647,France
537660,22633,HAND WARMER UNION JACK,10,2026-02-01 12:41:00,8.11,13919,Spain
537661,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,50,2026-02-24 06:23:00,5.45,13167,Italy
537662,22633,HAND WARMER UNION JACK,32,2026-02-11 17:15:00,9.07,17278,UK
537663,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2026-02-16 14:41:00,5.36,16060,Italy
537664,71053,WHITE METAL LANTERN,23,2026-02-12 08:32:00,6.04,17256,Spain
537665,22633,HAND WARMER UNION JACK,14,2026-02-13 20:11:00,8.85,16051,Italy
537666,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2026-02-25 10:36:00,1.85,16593,Spain
537667,84406B,CREAM CUPID HEARTS COAT HANGER,50,2026-02-08 14:43:00,2.21,12043,Italy
537668,71053,WHITE METAL LANTERN,41,2026-02-14 09:16:00,6.24,16151,Spain
537669,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-02-16 10:09:00,9.18,12733,Italy
537670,22633,HAND WARMER UNION JACK,13,2026-02-19 12:36:00,1.02,15603,Spain
537671,84406B,CREAM CUPID HEARTS COAT HANGER,31,2026-02-02 14:34:00,2.86,12500,Italy
537672,22633,HAND WARMER UNION JACK,20,2026-02-12 04:44:00,5.59,12475,UK
537673,84406B,CREAM CUPID HEARTS COAT HANGER,3,2026-02-05 23:01:00,2.79,14214,France
537674,22633,HAND WARMER UNION JACK,11,2026-02-15 21:51:00,8.71,14490,France
537675,22633,HAND WARMER UNION JACK,32,2026-02-16 15:32:00,8.2,12827,Italy
537676,71053,WHITE METAL LANTERN,13,2026-02-25 13:56:00,4.16,12792,France
537677,22633,HAND WARMER UNION JACK,43,2026-02-22 19:33:00,7.25,13355,Italy
537678,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2026-02-01 08:18:00,8.46,16775,France
537679,71053,WHITE METAL LANTERN,37,2026-02-23 08:41:00,6.17,13604,Spain
537680,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-02-15 01:23:00,2.53,16939,France
537681,84406B,CREAM CUPID HEARTS COAT HANGER,10,2026-02-19 20:25:00,1.68,17897,UK
537682,84406B,CREAM CUPID HEARTS COAT HANGER,16,2026-02-12 14:06:00,7.8,16971,UK
537683,71053,WHITE METAL LANTERN,25,2026-02-04 01:01:00,1.85,14318,Germany
537684,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-02-17 05:22:00,9.47,14646,France
537685,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-02-07 05:12:00,2.35,15177,Germany
537686,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2026-02-17 18:15:00,8.81,14352,Spain
537687,22633,HAND WARMER UNION JACK,47,2026-02-25 01:22:00,9.37,17290,Spain
537688,84406B,CREAM CUPID HEARTS COAT HANGER,2,2026-02-04 18:20:00,3.16,17187,Italy
537689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2026-02-13 10:01:00,7.24,15148,Italy
537690,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-02-19 05:47:00,5.36,12217,France
537691,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2026-02-19 17:31:00,4.35,15009,UK
537692,84406B,CREAM CUPID HEARTS COAT HANGER,15,2026-02-22 05:10:00,9.29,13047,Germany
537693,84406B,CREAM CUPID HEARTS COAT HANGER,10,2026-02-02 19:13:00,8.87,15597,Spain
537694,71053,WHITE METAL LANTERN,18,2026-02-16 07:57:00,8.21,12443,Germany
537695,71053,WHITE METAL LANTERN,17,2026-02-21 17:58:00,7.5,15265,Spain
537696,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-02-17 01:16:00,1.79,14692,France
537697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2026-02-12 20:52:00,7.73,17563,Italy
537698,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2026-02-10 06:14:00,8.59,16893,Germany
537699,71053,WHITE METAL LANTERN,42,2026-02-17 06:55:00,6.07,17016,Italy
537700,71053,WHITE METAL LANTERN,28,2026-02-06 20:44:00,9.3,12412,Italy
537701,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2026-02-21 16:41:00,4.7,17056,Germany
537702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2026-02-15 23:52:00,4.67,17757,Italy
537703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2026-02-26 02:16:00,5.75,13581,Spain
537704,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-02-12 02:11:00,7.84,15238,Spain
537705,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2026-02-14 15:25:00,2.33,15793,UK
537706,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-02-15 07:23:00,2.05,16424,France
537707,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-02-11 11:43:00,8.32,16440,Germany
537708,22633,HAND WARMER UNION JACK,30,2026-02-21 13:59:00,3.2,16606,Spain
537709,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2026-02-18 05:23:00,5.13,16435,Spain
537710,71053,WHITE METAL LANTERN,14,2026-02-14 22:37:00,3.67,13552,Germany
537711,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2026-02-03 04:52:00,8.39,17406,Spain
537712,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42,2026-02-21 12:41:00,6.92,12685,Germany
537713,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2026-02-22 04:59:00,5.71,16050,UK
537714,22633,HAND WARMER UNION JACK,4,2026-02-24 19:35:00,7.72,17326,UK
537715,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-02-15 01:03:00,9.2,15107,France
537716,84406B,CREAM CUPID HEARTS COAT HANGER,39,2026-02-25 14:48:00,6.35,15978,UK
537717,85123A,WHITE HANGING HEART T-LIGHT HOLDER,50,2026-02-13 03:45:00,4.69,16046,Germany
537718,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2026-02-07 03:16:00,2.64,16082,UK
537719,22633,HAND WARMER UNION JACK,37,2026-02-06 09:21:00,1.29,13801,Italy
537720,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2026-02-17 23:11:00,2.75,17177,France
537721,71053,WHITE METAL LANTERN,50,2026-02-21 02:55:00,1.47,16356,France
537722,22633,HAND WARMER UNION JACK,46,2026-02-02 23:00:00,6.38,17555,Germany
537723,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2026-02-07 12:25:00,4.42,14982,Germany
537724,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2026-02-11 09:08:00,2.48,16059,Italy
537725,71053,WHITE METAL LANTERN,20,2026-02-03 09:44:00,2.9,16226,Italy
537726,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,2026-02-23 22:04:00,4.17,12061,Italy
537727,22633,HAND WARMER UNION JACK,38,2026-02-08 11:42:00,8.39,13853,Italy
537728,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-02-14 16:39:00,2.53,15678,France
537729,71053,WHITE METAL LANTERN,2,2026-02-05 07:26:00,2.33,13278,Italy
537730,22633,HAND WARMER UNION JACK,36,2026-02-06 00:26:00,2.21,13549,Spain
537731,84406B,CREAM CUPID HEARTS COAT HANGER,31,2026-02-07 21:18:00,5.47,13203,Spain
537732,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43,2026-02-08 20:01:00,9.71,13197,France
537733,71053,WHITE METAL LANTERN,24,2026-02-10 23:20:00,6.66,13075,UK
537734,71053,WHITE METAL LANTERN,48,2026-02-26 02:09:00,1.7,15012,UK
537735,22633,HAND WARMER UNION JACK,14,2026-02-04 13:54:00,1.89,12456,France
537736,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-02-13 17:48:00,2.18,13548,Spain
537737,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29,2026-02-01 17:59:00,8.49,15156,UK
537738,71053,WHITE METAL LANTERN,1,2026-02-06 08:05:00,2.98,15427,Italy
537739,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2026-02-20 15:19:00,5.47,15637,UK
537740,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-02-16 02:02:00,2.5,16979,Spain
537741,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2026-02-20 08:24:00,1.89,14645,France
537742,71053,WHITE METAL LANTERN,19,2026-02-24 23:27:00,3.94,15207,Germany
537743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2026-02-07 01:02:00,5.85,17668,Spain
537744,22633,HAND WARMER UNION JACK,14,2026-02-22 15:15:00,8.39,14195,UK
537745,84406B,CREAM CUPID HEARTS COAT HANGER,33,2026-02-21 03:16:00,3.87,14523,UK
537746,71053,WHITE METAL LANTERN,10,2026-02-16 11:40:00,4.8,12211,UK
537747,22633,HAND WARMER UNION JACK,43,2026-02-15 23:19:00,5.82,16704,Germany
537748,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-02-03 21:36:00,6.38,14234,UK
537749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2026-02-25 16:03:00,1.82,17110,Italy
537750,84406B,CREAM CUPID HEARTS COAT HANGER,16,2026-02-20 07:16:00,7.14,13475,France
537751,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2026-02-16 16:01:00,8.65,16597,Italy
537752,22633,HAND WARMER UNION JACK,31,2026-02-02 07:47:00,6.73,16768,France
537753,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2026-02-14 23:08:00,6.42,16777,UK
537754,85123A,WHITE HANGING HEART T-LIGHT HOLDER,40,2026-02-18 23:33:00,2.05,14581,Italy
537755,84406B,CREAM CUPID HEARTS COAT HANGER,46,2026-02-12 18:41:00,9.53,16348,UK
537756,71053,WHITE METAL LANTERN,1,2026-02-05 08:28:00,5.32,17972,France
537757,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2026-02-06 11:48:00,2.23,17632,Germany
537758,22633,HAND WARMER UNION JACK,18,2026-02-20 00:47:00,5.48,15998,Italy
537759,22633,HAND WARMER UNION JACK,49,2026-02-09 07:36:00,9.65,13226,UK
537760,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,45,2026-02-25 08:09:00,7.68,13687,Spain
537761,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29,2026-02-18 00:27:00,1.62,16612,Germany
537762,22633,HAND WARMER UNION JACK,41,2026-02-01 21:58:00,1.02,15642,France
537763,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-02-25 08:18:00,6.94,15059,Italy
537764,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-02-08 22:08:00,9.97,17416,Spain
537765,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2026-02-13 14:17:00,8.93,16361,UK
537766,22633,HAND WARMER UNION JACK,42,2026-02-04 19:56:00,6.5,14909,Spain
537767,84406B,CREAM CUPID HEARTS COAT HANGER,17,2026-02-05 03:07:00,6.1,17050,Spain
537768,22633,HAND WARMER UNION JACK,24,2026-02-16 18:19:00,2.12,13506,UK
537769,84406B,CREAM CUPID HEARTS COAT HANGER,3,2026-02-23 08:50:00,7.33,13773,Germany
537770,22633,HAND WARMER UNION JACK,39,2026-02-10 13:58:00,6.65,17322,UK
537771,22633,HAND WARMER UNION JACK,29,2026-02-22 07:28:00,9.68,17873,Italy
537772,84406B,CREAM CUPID HEARTS COAT HANGER,49,2026-02-25 07:52:00,8.54,14338,Italy
537773,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2026-02-15 17:05:00,2.2,17784,France
537774,22633,HAND WARMER UNION JACK,44,2026-02-20 04:49:00,2.61,14100,Spain
537775,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2026-02-22 04:42:00,6.71,16664,Spain
537776,22633,HAND WARMER UNION JACK,30,2026-02-26 04:17:00,1.24,15335,Germany
537777,71053,WHITE METAL LANTERN,13,2026-02-13 12:41:00,2.39,13830,Italy
537778,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2026-02-14 12:30:00,3.86,13318,UK
537779,71053,WHITE METAL LANTERN,5,2026-02-04 12:13:00,4.43,14143,France
537780,84406B,CREAM CUPID HEARTS COAT HANGER,50,2026-02-03 21:23:00,9.74,14800,France
537781,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,2026-02-18 18:30:00,7.66,17862,Italy
537782,84406B,CREAM CUPID HEARTS COAT HANGER,23,2026-02-09 08:55:00,3.55,13548,France
537783,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2026-02-04 09:31:00,7.1,17010,Germany
537784,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-02-01 18:10:00,5.99,15037,France
537785,71053,WHITE METAL LANTERN,33,2026-02-15 18:32:00,4.25,17075,Italy
537786,84406B,CREAM CUPID HEARTS COAT HANGER,2,2026-02-09 22:15:00,1.85,12434,UK
537787,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29,2026-02-24 23:54:00,2.57,17052,Spain
537788,22633,HAND WARMER UNION JACK,7,2026-02-15 11:05:00,1.85,15409,Italy
537789,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2026-02-11 06:42:00,7.47,14434,UK
537790,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2026-02-16 17:35:00,5.9,13234,UK
537791,71053,WHITE METAL LANTERN,2,2026-02-16 07:23:00,6.45,17378,UK
537792,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-02-05 23:36:00,5.23,16764,Italy
537793,22633,HAND WARMER UNION JACK,23,2026-02-05 06:32:00,8.93,12479,France
537794,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-02-23 04:09:00,7.03,16535,Italy
537795,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2026-02-24 07:41:00,3.02,12680,France
537796,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2026-02-22 23:26:00,3.06,15826,Spain
537797,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,2026-02-02 16:08:00,8.67,14445,UK
537798,84406B,CREAM CUPID HEARTS COAT HANGER,41,2026-02-21 11:17:00,1.44,12579,UK
537799,71053,WHITE METAL LANTERN,1,2026-02-12 09:36:00,6.44,14751,UK
537800,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-02-15 16:35:00,1.55,16574,Germany
537801,22633,HAND WARMER UNION JACK,46,2026-02-10 11:11:00,7.35,15747,Italy
537802,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-02-25 10:26:00,8.06,13156,Germany
537803,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2026-02-19 10:47:00,9.94,13256,France
537804,84406B,CREAM CUPID HEARTS COAT HANGER,40,2026-02-05 15:43:00,6.26,17632,Germany
537805,71053,WHITE METAL LANTERN,9,2026-02-02 19:38:00,9.52,12303,UK
537806,85123A,WHITE HANGING HEART T-LIGHT HOLDER,44,2026-02-03 10:21:00,8.46,14225,UK
537807,22633,HAND WARMER UNION JACK,27,2026-02-20 04:01:00,5.43,16847,Germany
537808,84406B,CREAM CUPID HEARTS COAT HANGER,9,2026-02-05 13:17:00,3.81,15590,Italy
537809,22633,HAND WARMER UNION JACK,32,2026-02-18 07:00:00,4.7,16021,Spain
537810,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2026-02-21 02:02:00,6.24,16228,UK
537811,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2026-02-10 11:27:00,2.49,14005,Spain
537812,84406B,CREAM CUPID HEARTS COAT HANGER,10,2026-02-10 22:09:00,1.37,14645,UK
537813,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-02-15 21:51:00,9.03,17584,France
537814,22633,HAND WARMER UNION JACK,26,2026-02-01 11:52:00,3.97,17198,Spain
537815,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-02-09 14:12:00,3.07,15270,UK
537816,22633,HAND WARMER UNION JACK,37,2026-02-24 02:58:00,9.48,14745,Italy
537817,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2026-02-08 00:51:00,2.89,17840,Spain
537818,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-02-26 00:39:00,5.15,14377,Italy
537819,84406B,CREAM CUPID HEARTS COAT HANGER,17,2026-02-04 14:35:00,5.02,15704,Spain
537820,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-02-03 05:28:00,8.51,17888,Spain
537821,71053,WHITE METAL LANTERN,4,2026-02-07 12:50:00,4.45,14360,Germany
537822,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2026-02-15 00:54:00,4.34,16162,Germany
537823,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-02-10 23:27:00,7.16,14084,Spain
537824,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2026-02-18 10:33:00,1.76,16764,Germany
537825,22633,HAND WARMER UNION JACK,14,2026-02-10 20:00:00,6.14,14965,France
537826,71053,WHITE METAL LANTERN,22,2026-02-04 18:26:00,7.72,16764,Italy
537827,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2026-02-13 19:55:00,3.6,14806,Italy
537828,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-02-19 04:40:00,4.49,17139,Germany
537829,71053,WHITE METAL LANTERN,34,2026-02-22 11:07:00,3.13,14918,France
537830,71053,WHITE METAL LANTERN,2,2026-02-17 20:26:00,9.06,17132,UK
537831,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-02-22 16:02:00,2.78,15191,Italy
537832,22633,HAND WARMER UNION JACK,33,2026-02-08 06:52:00,1.11,13248,UK
537833,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-02-04 02:00:00,7.47,17347,Italy
537834,22633,HAND WARMER UNION JACK,41,2026-02-22 16:15:00,8.63,15793,France
537835,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2026-02-15 22:09:00,5.23,13511,Italy
537836,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2026-02-12 03:48:00,8.16,14190,UK
537837,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-02-18 22:40:00,7.58,12485,Germany
537838,84406B,CREAM CUPID HEARTS COAT HANGER,30,2026-02-04 22:42:00,1.93,15798,Italy
537839,85123A,WHITE HANGING HEART T-LIGHT HOLDER,41,2026-02-19 19:54:00,5.91,15165,UK
537840,22633,HAND WARMER UNION JACK,40,2026-02-21 05:04:00,2.11,14971,France
537841,71053,WHITE METAL LANTERN,32,2026-02-07 21:01:00,3.59,16530,Germany
537842,84406B,CREAM CUPID HEARTS COAT HANGER,23,2026-02-01 22:40:00,4.83,15468,Germany
537843,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2026-02-16 20:22:00,3.33,16440,France
537844,71053,WHITE METAL LANTERN,35,2026-02-15 07:13:00,8.87,14381,Germany
537845,71053,WHITE METAL LANTERN,9,2026-02-20 06:25:00,9.39,13783,Germany
537846,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,41,2026-02-22 04:02:00,6.37,17349,UK
537847,22633,HAND WARMER UNION JACK,6,2026-02-17 09:38:00,4.42,17906,Italy
537848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-02-18 19:31:00,6.49,13066,Spain
537849,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-02-07 06:49:00,3.48,13445,France
537850,71053,WHITE METAL LANTERN,49,2026-02-25 21:40:00,9.92,14529,Germany
537851,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2026-02-22 17:23:00,2.15,12593,France
537852,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2026-02-12 00:58:00,4.68,17088,France
537853,22633,HAND WARMER UNION JACK,35,2026-02-19 22:26:00,5.2,14099,UK
537854,22633,HAND WARMER UNION JACK,31,2026-02-10 17:52:00,9.26,12710,Italy
537855,84406B,CREAM CUPID HEARTS COAT HANGER,12,2026-02-04 12:55:00,8.14,12124,Italy
537856,22633,HAND WARMER UNION JACK,37,2026-02-01 09:59:00,5.71,12335,Italy
537857,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2026-02-09 22:36:00,5.51,16560,Germany
537858,71053,WHITE METAL LANTERN,48,2026-02-14 17:20:00,1.7,16746,France
537859,84406B,CREAM CUPID HEARTS COAT HANGER,39,2026-02-15 10:53:00,7.9,17430,Germany
537860,71053,WHITE METAL LANTERN,4,2026-02-19 01:21:00,8.9,17262,Spain
537861,22633,HAND WARMER UNION JACK,28,2026-02-21 21:31:00,4.64,13793,UK
537862,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-02-19 20:24:00,9.07,15317,Italy
537863,22633,HAND WARMER UNION JACK,3,2026-02-09 05:24:00,5.92,16886,Germany
537864,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2026-02-06 09:01:00,7.19,16413,Germany
537865,85123A,WHITE HANGING HEART T-LIGHT HOLDER,50,2026-02-03 16:04:00,8.92,13080,France
537866,22633,HAND WARMER UNION JACK,11,2026-02-05 16:01:00,4.25,13095,Spain
537867,71053,WHITE METAL LANTERN,41,2026-02-24 14:18:00,5.4,13404,Italy
537868,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2026-02-03 10:05:00,8.14,13520,UK
537869,84406B,CREAM CUPID HEARTS COAT HANGER,24,2026-02-18 23:13:00,8.27,13606,France
537870,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2026-02-13 10:39:00,5.15,12137,UK
